382.83,294.1
384.44,295
384,294.93
381.6,292.37
382.29,292.28
383.18,293.26
384.37,293.31
385.69,293.57
381.79,291.39
383.08,292.93
383.84,292.95
385.37,292.36
385.41,291.62
298.76,290.85
298.05,290.75
300.34,290.05
304.83,290.87
306.12,291.24
306.28,290.42
307.4,290.19
374.6,291.38
375.94,291.77
375.63,291.12
379.38,291.3
380.75,291.26
381.79,290.96
381.17,290.58
382.08,290.61
383.34,291.12
385.76,291.41
385.2,290.42
386.84,290.71
388.92,290.88
297.07,289.4
298.38,290.22
298.63,289.37
300.37,289.25
301.67,289.99
303.04,289.06
305.5,289.25
306.98,290.29
307.5,289.36
307.56,289.79
309.58,289.36
358.21,290.79
359.9,289.81
361.82,290.77
361.59,290.98
372.58,290.05
373.26,290.53
374.04,290.66
376.36,290.84
376.42,289.58
377.53,290.1
378.98,289.38
379.11,290.94
381.15,289.82
381.29,289.81
383.18,289.18
384.4,289.45
384.2,289.08
385.83,289.32
387.39,289.88
387.83,289.35
388.1,290.37
297.07,288.91
298.33,289.6
299.03,289.07
300.89,289.55
301.17,288.9
302.81,289.07
302.27,289.2
303.28,289
305.61,289.4
305.8,289.32
306.33,289.25
308.86,289.41
308.7,288.54
330.5,288.61
331.45,288.03
332.77,289
333.25,289.38
339.5,289.34
339.7,289.37
340.54,289.55
342.79,288.87
357.86,288.02
359.93,288.62
360.33,289.45
361.24,289.37
361.23,289.54
363.9,289.34
369.9,289.55
371.16,289.36
371.82,288.14
372.47,288.54
374.81,288.16
375.15,289.57
375.01,289.32
377.23,289.04
377.65,289.27
379.05,289.42
380.77,288.2
380.71,289.88
382.82,289.74
383.25,289.63
383.03,289.24
385.86,289.35
386.38,288.97
387.99,289.48
387.34,289.19
388.27,288.69
297.87,287.21
298.39,288.19
298.13,287.29
300.51,288.46
301.51,287.15
302.85,288
303.42,288.62
303.25,287.91
304.04,288.22
305.05,288.03
306.06,287.88
307.49,287.41
309.72,288.38
313.08,288.4
314.11,288.94
315.68,287.51
315.25,287.32
328.56,288.9
330.17,287.51
331.94,287.41
332.12,288.93
332.04,288.19
334.6,288.02
336.47,287.38
338.61,288.24
338.78,288.48
340.73,287.17
341.49,287
342.11,288.81
342.27,287.34
356.12,287.04
357.24,287.8
358.09,288.87
359.21,288.46
360.45,287.14
362.43,288.45
363.12,287.23
367.03,287.89
368.14,288.03
370.93,287.77
371.14,287.06
371.41,287.87
372.5,287.42
374.49,288.8
374.39,288.45
376.16,288.09
377.94,287.03
378.69,287.76
378.48,288.33
379.99,288.36
381.24,287.4
382.66,287.46
382.31,287.38
383.04,288.01
384.14,287.27
385.97,287.15
387.21,287.43
388.14,287.94
388.63,287.62
390.98,287.62
391.16,287.4
391.76,287.04
297.1,286.73
298.49,286.67
299.34,286.61
299.53,286.71
300.13,287.68
301.74,286.94
303.26,286.07
303.42,287.54
305.51,287.18
305.13,287.32
306.52,287.48
308.61,286.09
308.39,286.39
312.28,287.39
313.05,287.07
314.85,286.35
314.53,287.27
315.13,286.4
317.47,286.57
321.54,286.39
322.82,287.25
323.86,287.3
323.03,287.53
324.47,287.67
329.23,286.37
330.9,287.41
331.9,287.06
332.11,287.98
333.83,287.44
334.28,287.64
335.78,286.44
336.97,287.43
338.21,286.25
339.1,287.93
340.85,286.24
341.84,287.15
341.79,286.31
343.93,287.44
343.35,286.3
349.25,287.2
350.27,287.36
352.01,286.57
352.04,287.77
357.9,286.7
358.65,286.66
358.03,287.47
359.35,286.65
360.66,286.03
361.26,286.12
363.62,286.03
364.69,287.81
366.88,286.74
367.16,286.03
368.76,286.92
369.69,286.32
370.81,287.4
370.92,287.05
372.09,286.46
373.6,286.16
373.57,287.32
374.98,286.89
376.2,287.83
376.03,287.47
378.19,286.96
378.87,286.02
380.61,287.85
380.63,286.07
382.79,287.53
383.16,287.99
383.37,287.01
385.58,286.58
386.22,287.96
386.11,287.43
387.84,287.09
389.36,287.14
390.84,287.18
390,287.87
392.95,286.01
392.75,286.71
394.95,286.34
289.21,286.96
290.66,285.68
291.15,286.75
292.26,286.15
297.57,285.19
299.17,286.54
300.5,285.99
301.72,286.87
302.51,285.67
303.4,286.1
304.73,285.54
304.65,286.94
306.34,286.32
306.9,286.16
307.76,285.2
310.82,286.68
311.8,285.83
312.63,285.62
314.24,285.63
314.86,286.16
316.95,285.76
317.36,286.55
319.4,285.06
320.85,286.15
321.69,285.92
323.6,285.88
324.76,286.97
325.81,285.27
326.33,285.1
326.54,285.97
327.5,286.5
329.71,286.59
330.06,285.68
331.6,286.57
332.14,285.37
333.47,285.74
334.04,285.71
335.54,286.06
336.14,286.66
336.93,285.99
337.69,285.79
338.14,286.4
339.76,286.02
340.16,286.67
342.97,286.48
342.36,285.11
344.62,286.85
345.75,285.02
346.38,285.58
347.14,285.21
347.32,285.23
348.93,285.6
349.69,286.87
350.45,286.8
352.19,285.06
352.62,286.96
354.83,286.79
357.82,286.31
357.51,285.89
358.22,285.83
359.39,286.14
361,287
362.46,285.3
362.42,286.62
363.5,285.75
365.7,285.05
365.83,286.25
367.23,286.18
367.47,286.38
368.2,285.43
370.03,285.25
370.95,285.57
371.31,285.32
373.24,286.29
374.09,285.39
375.31,286.16
375.29,285.63
377.5,285.22
377.44,285.54
379.04,285.29
380.57,285.67
380.04,285.48
381.65,285.83
383.75,285.85
384.69,285.95
385.08,285.27
386.73,285.46
387.9,285.14
388.65,286.77
389.71,286.89
389.2,286.91
391.3,285.21
392.41,286.38
393.22,286.27
394.6,286.84
394.07,285.59
225.54,285.88
226.46,285.09
226.52,284.23
287.51,285
289.26,284.81
289.69,285.53
291.59,284.7
291.89,285.46
293.57,285.75
294.98,285.6
294.6,284.67
300.29,284.91
302.8,284.15
303.08,284.06
304.95,284.54
305.27,285.45
306.99,284.88
307.09,284.27
308.05,285.08
308.27,285.57
309.71,285.84
310.05,285.86
311.32,285.91
313.49,284.99
313.06,284.41
314.73,284.24
316.72,284.38
317.39,285.11
318.38,285.92
318.38,284.8
319.88,284.24
321.16,285.46
322.98,284.26
322.41,285.06
323.5,285.39
324.52,285.86
326.5,285
326.91,285.8
327.11,285.43
329.02,284.73
329.42,285.37
331.6,284.89
331.59,284.47
332.06,285.74
334.19,285.09
335.69,285.36
335.76,285.92
